ngcid,yearOfDiscovery,firstname,middlenames,lastname,yearOfBirth,yearOfDeath,telType,telInch
1735,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1736,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1737,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1738,1885,Ormond,,Stone,1847,1933,Refractor,26
1739,1885,Ormond,,Stone,1847,1933,Refractor,26
1740,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1741,1878,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
1742,1866,Robert,Stawell,Ball,1840,1913,Reflector,72
1743,1826,James,,Dunlop,1793,1848,Reflector,9
1744,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1745,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1746,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
1747,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1748,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1749,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1750,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1751,1826,James,,Dunlop,1793,1848,Reflector,9
1752,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
1753,1886,Lewis,,Swift,1820,1913,Refractor,16
1754,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1755,1826,James,,Dunlop,1793,1848,Reflector,9
1756,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1757,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1758,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1759,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1760,1826,James,,Dunlop,1793,1848,Reflector,9
1761,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1762,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1763,1826,James,,Dunlop,1793,1848,Reflector,9
1764,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1765,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1766,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1767,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1768,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1769,1826,James,,Dunlop,1793,1848,Reflector,9
1770,1826,James,,Dunlop,1793,1848,Reflector,9
1771,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1772,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1773,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1774,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1775,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1776,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1777,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1778,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1779,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1780,1885,Ormond,,Stone,1847,1933,Refractor,26
1781,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1782,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1783,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1784,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1785,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1786,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1787,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1788,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1789,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1790,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1791,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1792,1826,James,,Dunlop,1793,1848,Reflector,9
1793,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1794,1885,Ormond,,Stone,1847,1933,Refractor,26
1795,1826,James,,Dunlop,1793,1848,Reflector,9
1796,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1797,1887,Lewis,,Swift,1820,1913,Refractor,16
1798,1882,Edward,Emerson,Barnard,1857,1923,,
1799,1887,Lewis,,Swift,1820,1913,Refractor,16
1800,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1801,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1802,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1803,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1804,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1805,1826,James,,Dunlop,1793,1848,Reflector,9
1806,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1807,1832,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1808,1826,James,,Dunlop,1793,1848,Reflector,9
1809,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1810,1834,James,,Dunlop,1793,1848,Reflector,9
1811,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1812,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1813,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1814,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1815,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1816,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1817,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1818,1826,James,,Dunlop,1793,1848,Reflector,9
1819,1886,Lewis,,Swift,1820,1913,Refractor,16
1820,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1821,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
1822,1826,James,,Dunlop,1793,1848,Reflector,9
1823,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1824,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1825,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1826,1826,James,,Dunlop,1793,1848,Reflector,9
1827,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1828,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1829,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1830,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1831,1826,James,,Dunlop,1793,1848,Reflector,9
1832,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1833,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1834,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1835,1826,James,,Dunlop,1793,1848,Reflector,9
1836,1826,James,,Dunlop,1793,1848,Reflector,9
1837,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1838,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1839,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1840,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1841,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1842,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1843,1877,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
1844,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1845,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1846,1826,James,,Dunlop,1793,1848,Reflector,9
1847,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1848,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1849,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1850,1826,James,,Dunlop,1793,1848,Reflector,9
1851,1826,James,,Dunlop,1793,1848,Reflector,9
1852,1826,James,,Dunlop,1793,1848,Reflector,9
1853,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1854,1826,James,,Dunlop,1793,1848,Reflector,9
1855,1826,James,,Dunlop,1793,1848,Reflector,9
1856,1826,James,,Dunlop,1793,1848,Reflector,9
1857,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1858,1826,James,,Dunlop,1793,1848,Reflector,9
1859,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1860,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1861,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1862,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1863,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1864,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1865,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1866,1826,James,,Dunlop,1793,1848,Reflector,9
1867,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1868,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1869,1826,James,,Dunlop,1793,1848,Reflector,9
1870,1826,James,,Dunlop,1793,1848,Reflector,9
1871,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1872,1826,James,,Dunlop,1793,1848,Reflector,9
1873,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1874,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1875,1863,Albert,,Marth,1828,1897,Reflector,48
1876,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1877,1838,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1878,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1879,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1880,1826,James,,Dunlop,1793,1848,Reflector,9
1881,1838,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1882,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1883,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1884,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1885,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1886,1886,Frank,,Muller,1862,1917,Refractor,26
1887,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1888,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1889,1851,William,,Parsons,1800,1867,Reflector,72
1890,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1891,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1892,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1893,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1894,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1895,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1896,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1897,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1898,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1899,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1900,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1901,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1902,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1903,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1904,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
1905,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1906,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
1907,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1908,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1909,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1910,1826,James,,Dunlop,1793,1848,Reflector,9
1911,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1912,1654,Giovanni,Batista,Hodierna,1597,1660,Refractor,
1913,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1914,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1915,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1916,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1917,1826,James,,Dunlop,1793,1848,Reflector,9
1918,1826,James,,Dunlop,1793,1848,Reflector,9
1919,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1920,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1921,1826,James,,Dunlop,1793,1848,Reflector,9
1922,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1923,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1924,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1925,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1926,1826,James,,Dunlop,1793,1848,Reflector,9
1927,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1928,1826,James,,Dunlop,1793,1848,Reflector,9
1929,1826,James,,Dunlop,1793,1848,Reflector,9
1930,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1931,1793,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1932,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1933,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1934,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1935,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1936,1834,James,,Dunlop,1793,1848,Reflector,9
1937,1826,James,,Dunlop,1793,1848,Reflector,9
1938,1826,James,,Dunlop,1793,1848,Reflector,9
1939,1826,James,,Dunlop,1793,1848,Reflector,9
1940,1826,James,,Dunlop,1793,1848,Reflector,9
1941,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1942,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1943,1826,James,,Dunlop,1793,1848,Reflector,9
1944,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1945,1826,James,,Dunlop,1793,1848,Reflector,9
1946,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1947,1826,James,,Dunlop,1793,1848,Reflector,9
1948,1826,James,,Dunlop,1793,1848,Reflector,9
1949,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1950,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1951,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1952,1731,John,,Bevis,1695,1771,Refractor,3
1953,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1954,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1955,1826,James,,Dunlop,1793,1848,Reflector,9
1956,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1957,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
1958,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1959,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1960,1654,Giovanni,Batista,Hodierna,1597,1660,Refractor,
1961,1788,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1962,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1963,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1964,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1965,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1966,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1967,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1968,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1969,1826,James,,Dunlop,1793,1848,Reflector,9
1970,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1971,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1972,1826,James,,Dunlop,1793,1848,Reflector,9
1973,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
1974,1826,James,,Dunlop,1793,1848,Reflector,9
1975,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
1976,1610,Nicolas-Claude,Fabri,de Peiresc,1580,1637,Refractor,
1977,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1978,1826,James,,Dunlop,1793,1848,Reflector,9
1979,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1980,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1981,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1982,1731,Jean-Jacques,Dortous,de Mairan,1678,1771,Refractor,
1983,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1984,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1985,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1986,1826,James,,Dunlop,1793,1848,Reflector,9
1987,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1988,1855,Jean,,Chacornac,1823,1873,Refractor,10
1989,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1990,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1991,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1992,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1993,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1994,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1995,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1996,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
1997,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1998,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
1999,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2000,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2001,1826,James,,Dunlop,1793,1848,Reflector,9
2002,1826,James,,Dunlop,1793,1848,Reflector,9
2003,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2004,1826,James,,Dunlop,1793,1848,Reflector,9
2005,1826,James,,Dunlop,1793,1848,Reflector,9
2006,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2007,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2008,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2009,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2010,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2011,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2012,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2013,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2014,1826,James,,Dunlop,1793,1848,Reflector,9
2015,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2016,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2017,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2018,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2019,1826,James,,Dunlop,1793,1848,Reflector,9
2020,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2021,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2022,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2023,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2024,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2025,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2026,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2027,1826,James,,Dunlop,1793,1848,Reflector,9
2028,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2029,1826,James,,Dunlop,1793,1848,Reflector,9
2030,1826,John,Frederick William,Herschel,1792,1871,Reflector,9
2031,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2032,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2033,1826,James,,Dunlop,1793,1848,Reflector,9
2034,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2035,1826,James,,Dunlop,1793,1848,Reflector,9
2036,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2037,1838,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2038,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2039,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2040,1826,James,,Dunlop,1793,1848,Reflector,9
2041,1826,James,,Dunlop,1793,1848,Reflector,9
2042,1826,James,,Dunlop,1793,1848,Reflector,9
2043,1884,Pietro,Paolo Giovanni Ernesto,Baracchi,1851,1926,Reflector,48
2044,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2045,1832,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2046,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2047,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2048,1826,James,,Dunlop,1793,1848,Reflector,9
2049,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2050,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2051,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2052,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2053,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2054,1850,George,Phillips,Bond,1825,1865,Refractor,4
2055,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2056,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2057,1826,James,,Dunlop,1793,1848,Reflector,9
2058,1826,James,,Dunlop,1793,1848,Reflector,9
2059,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2060,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2061,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2062,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2063,1783,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2064,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
2065,1826,James,,Dunlop,1793,1848,Reflector,9
2066,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2067,1876,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
2068,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
2069,1826,James,,Dunlop,1793,1848,Reflector,9
2070,1751,Nicolas-Louis,,de Lacaille,1713,1762,Refractor,0.5
2071,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2072,1884,Pietro,Paolo Giovanni Ernesto,Baracchi,1851,1926,Reflector,48
2073,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2074,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2075,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
2076,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
2077,1826,James,,Dunlop,1793,1848,Reflector,9
